id,phrase,final_score
b137bcbf-a9fb-4dbd-83cb-0c5f06ac6a91,"Steve Jobs",12.46
428a539b-456d-4818-b04c-118d20a5795d,"Dolphin Jump",12.46
a31fbca1-25ba-4f83-9443-bb87620bf8e1,"Penalty Kick",12.46
5c1a1d8e-b950-47ea-8d84-96458e2113cc,"Tom Brady",12.46
c0c23f94-cad6-46b7-9396-ab07b668c068,"Tech Gadgets",12.46
3ce642a1-b3a6-4bdc-984b-822218b72565,"Piano Solo",12.46
21edc047-a324-496b-baeb-149b24624449,"Fencing Duel",12.46
b82cfbbe-e5ee-4217-9178-3206cc336fbf,"Guitar Hero",12.46
94d76b44-dbd6-4bbb-ab91-ce4c6a32bae2,"Mars Rover",12.46
5ae5680d-6fc3-4064-860d-8bf49c9fe48c,"DNA Testing",12.46
4dfc27cb-fcda-4da1-90d5-595c84331a5f,"Stone Age",12.46
9c6f1b6a-7098-4421-8b51-c3c0375eb903,"Usain Bolt",12.46
8811e69e-5e58-42d1-b58f-6b4563adc887,"Elton John",12.46
ae0fdf07-2141-46be-8171-79fee3d76527,"WiFi Signal",12.46
91e9a044-c236-43bf-a8bc-dc1598eb478f,"James Bond",12.46
41f4aa88-02fc-4bb8-93bd-b65e41344f89,"Tom Hanks",12.46
cc321179-dc61-4028-be22-da4749004d05,"Lion Roaring",12.46
f505ffca-ae7a-4d48-8155-1c57e334fb3e,"Bob Dylan",12.46
9a757b84-93cc-41fc-bbb7-a3cd5ec4a75f,"Stephen King",12.46
27d4282c-dc74-495e-b0e7-e5ad451c8dee,"Life Coach",12.46
73c5fbe2-df9d-4252-a396-72ed3f572282,"Toy Story",12.46
dffc4a02-27b5-4e73-950c-57b35ee3b51e,"DJ Mixer",12.46
9bb1aa7c-8aff-4edc-a09f-9a3ccd502f95,"Rap Battle",12.46
a9978189-48a3-4b2b-9ea2-adfa0718260b,"Jazz Singer",12.46
cb3314a5-b57d-497c-b5f7-5acee4ce1b30,"Yoga Class",12.46
418ed5bf-3c24-4413-8cbe-54e6e1ef1e6e,"Taco Fiesta",12.46
bcab62f6-129a-419b-9253-72be32afc070,"Polar Bear",12.46
5e44475a-7d94-46a0-b149-2f05c976d68a,"K-Pop Dance",12.46
b021187b-7a62-4fc1-936b-e9a1ed6a863e,"Taco Tuesday",12.46
4ff906e2-87e0-479b-ba67-308c88948aae,"Reality Show",12.46
145ae518-f410-4fbf-ae3c-02e0f886c4a3,"Paw Patrol",12.46
b5670989-71d2-4a6f-8332-739ed7581345,"Comic Con",12.46
37596939-a038-4de2-aa64-b6a5dae2a9c2,"Katy Perry",12.46
7bc5e912-776a-4814-a348-848f22afcc54,"Camping Site",12.46
439d2e58-78c4-4583-98df-be69abc082df,"Bill Gates",12.46
c21646b5-13a4-48bd-a21b-ab2d4b7af58a,"Camping Trip",12.46
44997ac7-3003-4aaa-aa20-b9580805d806,"Snowy Owl",12.46
0832b7ec-f251-4793-9408-afc7c188473c,"Giraffe Neck",12.46
6f16e307-0d65-4cd9-88a9-4fd1cb18dc2a,"Red Carpet",12.46
0a90c07b-b343-488c-a9f3-464f86438eb0,"Magic Show",12.46
fa686ac9-4218-40f6-829f-314e05fef5c5,"Forest Fire",12.46
e546c89a-b340-4688-9d2b-ff6a6d65c2c9,"Ed Sheeran",12.46
06a3bf07-4351-45bd-b2f8-0fd24ef24560,"3D Printer",12.46
4789195e-6ddb-4b5d-892c-9c11149b40af,"Video Call",12.46
b617d073-1504-43fb-af3d-5f35cca20512,"Beaver Dam",12.46
a47755c3-0b2c-44ea-bcdf-51d093fb3aff,"Island Hop",12.46
16f3c1fa-47fa-4bd5-854c-3e2720deb2fb,"Violin Solo",12.46
1a72349d-174e-464c-8fd3-dd9ef1a58b04,"Everything I Own",12.94
e8fbabab-1f6c-4b62-a6e0-ef669d8ffe6d,"Golden Gate Opens",12.94
054c8b14-1482-4b9c-a810-ecd5ef4a6236,"Captain Jack Sparrow",12.94
3498aa16-2000-427f-b774-9679c51c2dde,"Reality Show Drama",12.94
ba49feb3-d9c9-40be-8fff-0a54ae071792,"Magic Carpet Ride",12.94
d568b171-95c4-47e2-8dcb-66f58883b7cf,"Olympic Gold Medal",12.94
65a2e6e9-ce20-42c5-b91c-3a3dc286e0b6,"Martin Luther King",12.94
fa42c50b-398a-45b7-bd6e-92804ead3cff,"Elon Musk",13.50
6749c765-bd90-473e-887c-94f8296972b5,"K-Pop Band",13.50
ee1d77c6-99b6-4b95-a69d-f3ef5e3bb55a,"Streaming Service",13.50
86b84882-59d5-4723-ac44-6174beb263c8,"Drum Set",13.50
e1780a39-866d-4855-89c7-3fc0f0f3c6c1,"Rock Star",13.50
3678d421-e8dd-4665-979b-722939ddbd48,"Pop Idol",13.50
612823fa-5c86-48c6-aebb-09d8fa8292a7,"Lady Gaga",13.50
ba8fba8c-19b4-4a5f-b2c6-cd269bb1067a,"Pop Star",13.50
bee093bb-ae0b-4f86-a8c7-5b0a8388be85,"Drum Solo",13.50
1b679084-f809-4bb5-86d4-26781ddee3a2,"K-Pop Idol",13.50
9d35025c-d1f5-49f5-86ad-29bd865c748f,"Drum Kit",13.50
77747119-6542-43a9-a180-8118a23b7d1d,"Jazz Band",13.50
2515ab0a-43af-4bfc-8af7-965a0f87cf90,"Lion Roar",13.50
b2583808-d888-4eb9-be45-2ff70bb63a85,"DNA Test",13.50
fecbf3eb-069c-435a-b038-b8540a83ae3a,"Woodstock Festival",13.50
4f78bbd1-de47-4f5c-9496-f5d0ca4536c7,"Gold Rush",13.50
2dbb1c3a-c237-46b0-9fc8-0bac6d7f4b07,"BBQ Ribs",13.50
7b0d5321-7e03-4de0-a3a0-683099692123,"Red Carpet Walk",13.64
52bcbf05-0d51-4250-9ab1-1ef5cfef5150,"Mona Lisa Stolen",13.64
4c9b08fb-376f-4c8a-a846-7c05eee4f803,"Drone Delivery",14.54
cb331572-9f2a-48ea-a1fb-0cf82b7b15b2,"taylor swift",15.42
e806d89d-c271-4615-90bf-ac5df73757d4,"Tropical Beach",15.58
92f503b6-d6c1-4343-9a53-18486f501e9b,"Jurassic Park",15.58
c63efd07-c790-404c-93b2-d97b496f5d6b,"Amusement Park",15.58
8b9bb27b-ee5c-4e6c-8d0e-a6fa68a81941,"Jazz Festival",15.58
4e0cad7b-dc7f-4dd6-9b07-767f2a047dac,"Beach Vacation",15.58
22807942-5be9-42d6-ac6e-607ebd5ed007,"Rock Festival",15.58
3a2c1d12-7786-4f47-875e-3dcf3bfa307d,"Ice Skating",16.63
9f849da0-f5b3-4e01-a302-1fc51333abea,"Quantum Computer",16.63
3b1b0308-1658-4b8e-8fb5-132ba0cb3f23,"Internet Browser",16.63
28c758bd-89cf-4cf3-8622-a372456cc6ab,"Cheese Burger",16.63
240e7bba-eab1-40d7-b4e9-30ae6e2934b8,"Busy Beehive",16.63
bd1b9836-8c34-4970-ac47-4bc29c9ef6af,"Beach Resort",16.63
10d98e30-e338-44ee-8a22-de4c22af8407,"Free Trial",16.63
5706239e-95b9-4022-b54b-17ef752bb1aa,"Theme Park",16.63
f817daf4-36db-4f36-8444-f3bf24f0064c,"Caesar Salad",16.63
38d2dbdf-5fde-4694-b584-c54cb01e2b6e,"Spaghetti and Meatballs",17.11
3e2185b5-b1ab-4241-b538-eb0c1e4f74db,"Falling Berlin Wall",17.11
00c00ab9-0bc5-4b2c-9ada-81584994285e,"Boston Tea Party",17.11
0546a6e8-5476-4675-8e80-95620a849552,"Sydney Opera House",17.11
eba29e16-6fd1-4ac5-9414-631eb929b8c3,"Great Wall China",17.11
a3e434b6-2016-4e8e-967d-8cb02c7bf06e,"Great Wall Built",17.11
524b7b0c-5e62-4429-9e2b-9c230d849da2,"Berlin Wall Falls",17.11
71bed74b-677b-430d-9e36-1b9b3b87d80b,"Everything You Want",17.11
50678333-368f-498a-92c2-ca6b5ac151a4,"Instagram Influencer",17.33
afd0b468-5c95-488a-acfd-d96f40508a9a,"Avengers Assemble",17.33
ff6f1cd6-6c6d-48a8-9b70-aa91ffd345e1,"Simpsons Family",17.67
39253c0d-e262-4e72-b069-92b1a38b913f,"Kardashian Family",17.67
f07d59d5-9c7d-443e-a586-90711f9a8892,"Everything Store",17.67
0614f0c7-12a7-44ba-b7c4-3c6b1e283a9f,"Time Traveler",17.67
63c4b37d-db76-459e-bb39-d6b34e432205,"Rosa Parks Bus",17.81
a842aea5-f504-490a-9044-1323127296da,"Alexander the Great",17.81
32b8d56b-b700-4e81-9d21-9c48c8043046,"Berlin Wall Fall",17.81
e969d01a-8064-442a-af43-9fdf36769ec2,"Volleyball Spike",18.38
5515fa5f-bf7f-44c0-93c0-b09a051286a6,"Marvel Avengers",18.38
5725eb07-3f6f-4fb5-b503-129b25359d0d,"Sunflower Field",18.38
930a226f-2414-4ebb-bf5d-94b4970d6b39,"Tokyo Disneyland",18.38
607c6bef-9b9c-45e8-9fb2-8d249b374be6,"Marathon Runner",18.38
6ce1eeb0-b329-441a-b62b-560c14b64cea,"Gymnastics Routine",18.38
5e628895-24a0-4963-be17-53795307c4b7,"Pancake Breakfast",18.38
dbfe26b2-bbb9-4f5f-bcc7-bd123caf3207,"Hamburger Feast",18.38
3bf21554-597f-43a7-bd3b-3775631bb312,"Piano Concerto",18.38
ccc9d0d3-108b-4b34-bbb0-70bef5f87cd7,"Skiing Adventure",18.38
b09aced8-3a15-47f2-a679-4fb8d7b16fbb,"Violin Concerto",18.38
ca9d83dd-6ab6-4cca-a65d-89226556270b,"Avengers Endgame",18.38
ee5d1e1e-2ca3-45dc-80e0-1e018da16622,"Marvel Superhero",18.38
630ffb8a-f2a3-44ae-b869-56cce5ea9229,"Marvel Universe",18.38
2db898b5-2a20-4010-986d-60f91d5b78b4,"Everything Must Go",18.50
4fbe2e24-4e64-4427-80c8-859ea93e0dd1,"Riding a Bicycle",18.50
fa61cf96-a554-4bd8-a9d3-c454baf3e40c,"Iron Man Suit",18.50
dbb09af8-5383-42f2-8437-314caad6171f,"Video On Demand",18.50
5cf02222-7eb6-4c43-a55f-4e021732dffe,"Singing In Shower",18.50
6b1a7a2a-1b20-4e65-ba10-8e8cfe34590d,"Train Station",18.71
7e4ec951-9874-4bf7-b494-6102e9503a3b,"Berlin Wall",18.71
6475a02d-7d5b-4502-8375-20ee9192dad7,"Wonder Woman",18.71
6b600f1f-8041-4311-95ce-0452d38d7425,"Train Journey",18.71
09d16dec-e319-47d7-a0a0-910144c9813c,"Garlic Bread",18.71
87e985c7-6e11-4355-b67e-7aaf82c9f198,"Green Tea",18.71
5c65bef4-d900-4c8f-aaaf-be0c58684f07,"Smart Home",18.71
6519ca79-b6ea-4be0-9493-555d01fedafa,"Great Wall",18.71
4dfba273-fe64-4e8a-ad90-6fa767fd232f,"Piano Man",18.71
a0a9878e-08d9-483e-8260-31941de162d7,"Big Bang Theory",19.19
32f57761-1889-4431-b496-19a47af9975b,"Leonardo DiCaprio",19.33
cca66558-7b18-4d6d-b0ca-71743783c0d1,"Baking Cookies",19.42
11a409fc-d0ca-466d-a32f-227ca9edceea,"Tokyo Subway",19.42
b6438c15-7efa-4d05-a751-01af32876d87,"Live Streaming",19.42
f6ea8f6e-7f2e-42fd-a967-bb56b6ecdc99,"Beyonce Knowles",19.42
c8112ec8-8ad3-4318-992c-183564518d70,"Batman Returns",19.42
79a36957-4b4d-4d32-a262-1d4cc111d5ec,"Drake Album",19.42
1037f1ad-fbed-4df2-b347-2506e4ee90b8,"Pancake Stack",19.42
133e11fa-02e0-417f-9544-ff31cdfed9c2,"Friends Reunion",19.42
8048463b-6618-4b4b-a133-170d5793b531,"Friends Sitcom",19.42
93d7e50b-a38d-4bfd-b9da-3259749bd415,"Disneyland Trip",19.42
bb9d4998-1a93-477e-90b9-af550f03779d,"Marvel Movies",19.42
fce38ff9-c279-41c8-860e-19f21c363f43,"Gymnastics Flip",19.42
8a026c37-c3eb-4769-b5ce-578a4b293a37,"Boxing Match",19.42
e08ac6ba-8da9-4a45-8fea-5f2a46b341a4,"Marvel Comics",19.42
a8de95b4-81a2-4b8b-8fa3-b3311b0cc630,"Batman Begins",19.42
8ca3cbf2-30b0-4123-a6f3-bc04916a13f7,"Everything New",19.75
879114c1-b3f8-4078-ae38-8427cb8312af,"Home Run",19.75
3caa9b6a-d8b5-4bc1-8017-f85f4ebb0c22,"The Batmobile",19.75
e1e9b958-03a4-4ea1-a46f-bb5147fe51d7,"New Releases",19.75
fe9a4b22-41b8-467a-aaaf-4c54b4bde232,"The Godfather",19.75
93e0c4ca-e24c-4b3d-9cac-12b0d88679b2,"City Tour",19.75
d3c1b7cc-41e6-4a4f-be16-8f724dc22570,"Road Trip",19.75
218f3039-587a-46e5-94e8-87572d42c253,"Great Wall of China",19.75
e23e727e-f59b-4b87-ab43-51edbd33c073,"Iron Man",19.75
2f579c6f-bd5b-4719-a13f-c4d35c875356,"The Mandalorian",19.75
f2811f28-4ccf-4a00-9cb5-4d0698fcc95d,"Fall of Rome",19.89
f393aeeb-b12a-43d6-990a-4c387a06480c,"The Lion King",19.89
d914a552-ca6b-4bf9-b2b2-cef2d924e94e,"Fall of Berlin Wall",20.28
5fe5945c-5457-45af-a9c8-5a9a4c7dbf0b,"Online Shopping",20.38
d0ce4ea0-1310-44ba-b5a1-a099cbfdc0e1,"instagram story",20.38
1b15b547-2731-47e5-a0b8-5008ac27ae97,"Stranger Things",20.38
767eb8c2-f408-4acd-a1dd-b7564521508e,"Grocery Shopping",20.38
935495d2-73c5-4974-b60e-6753adfe4fab,"Travel Backpack",20.38
8268afd3-b1d7-48e8-9ca0-9d671e97ed82,"Angelina Jolie",20.38
36d971f8-f109-45e1-8d11-ca04b1e3b39c,"Cycling Race",20.46
6a0fa804-3e97-4060-b3a2-ea0cb6ec8f8a,"Sushi Roll",20.46
392bad37-cd6f-4605-b0eb-b0cb73af9462,"Skiing Trip",20.46
30c42e6a-55c3-4e0b-8b2f-591f652b6a5e,"Hockey Puck",20.46
66e75028-177e-497d-86fb-9c82c08af55f,"YouTube Star",20.46
449b0da6-ea5b-4497-9db6-2263d47c7b70,"Formula One",20.79
ba8b9617-e2a8-4c13-9383-a05b382ecf07,"The Weeknd",20.79
1ddf5d65-b408-4df7-9bdc-dc271c887b32,"First Flight",20.79
ceb044f3-d951-42c9-ae5e-38f7bb0048a9,"The Crown",20.79
47512d19-f4f1-4dc1-8953-6e8387f26b97,"The Matrix",20.79
4f294e34-834e-4955-9e33-fedbf53ef625,"The Beatles",20.79
ef3ceb24-504c-4974-bb61-44c9d9cf6c6f,"World Series",21.42
5e04ea99-4009-47ff-9638-a472f64f09a7,"Social Media",21.42
3353a667-37d5-4598-80e5-e9cb54d061b4,"Harry Potter",21.42
2735d566-f43d-4c1c-8772-9dc2638ddd41,"World Travel",21.42
233f606c-199c-4018-9458-3a70dc25cba8,"Chicken Nuggets",21.42
8128a3b4-3709-4aa4-a816-22a051aa8109,"Harry Styles",21.42
563aeb12-97d2-4fea-8b26-c2c4a59511c6,"Kim Kardashian",21.42
e900d92f-1588-48ea-910f-52f335fd8a29,"Dwayne Johnson",21.42
b8475996-c5e5-45d7-b375-ff1852f49ad2,"Meryl Streep",21.42
6ef95053-3402-4eb4-95bd-7c8b64cc0bdb,"Billie Eilish",21.42
a608efa0-aafc-4bf1-b6a6-1540da5c0191,"Space Travel",21.42
ef5bd3cf-5a79-4b62-a035-f4e8c2edfd48,"YouTube Channel",21.42
5760e7b7-7801-4d49-af43-1518a0f3978f,"Renaissance Art",21.42
9407d217-36b9-4457-aa6c-12368ca40dd3,"Shopping Mall",21.42
dda49144-094a-4381-9934-edb8e8600697,"French Fries",21.42
d146f3d4-2140-4636-bfed-84fa79112dfd,"Friends TV Show",21.64
637f1f8e-6489-4fc1-a8b9-9863175bdf82,"Hip Hop Dance",21.64
6f2cc985-a7e7-4d63-ba03-309030c13270,"Reality TV Show",21.64
6baef051-2e1c-4333-9d03-7bb4e31308ee,"All You Can Eat",21.83
626c34dd-60c1-4b6a-bb9f-47b93457a556,"Super Bowl",22.46
97bb980c-5562-490a-af0e-b318dee3c7d2,"Reality TV",22.46
bc72b51c-3dc1-4de9-86ab-ffe011a657ab,"Johnny Depp",22.46
ac6f1aed-ee5a-4264-a986-eba246720c89,"Tom Cruise",22.46
aae156d4-7a89-4118-ae31-d105ce8d7c59,"Fashion Show",22.46
4bb6644b-7844-46be-99c6-0ffa3778c173,"World Cup",22.46
fa41fbe9-5981-44ac-8585-293e86edb8bc,"Kanye West",22.46
679802e4-cb7f-4f51-a313-1492bdef4e5f,"Adele Concert",22.54
45a8ebe0-6c0b-4b78-88f3-3c1aa36d4968,"Violin Concert",22.54
66ffb5ec-1be9-4978-9c86-2f2385d1d71f,"Beyonce Concert",22.54
2e2ebc71-cf38-4dbb-92fe-bd08a79cc578,"Concert Tickets",22.54
c7f0a4a8-25f1-4c06-be7c-0ff14176adc5,"Beyoncé Concert",22.54
4c558b22-be61-462c-8ead-ce5c254ae100,"Star Trek",23.50
99963c65-4783-47d3-9090-0a398e079ffe,"Rock Band",23.50
589856f4-c00f-4870-ac02-4834bb5d0c07,"Birthday Cake",23.58
5ff665ba-3141-4329-9f44-37dbfc1a6458,"Pop Concert",23.58
7db01a25-ab9a-4b3d-a12f-7fa3827ac01a,"Running Marathon",23.58
bb996e40-179b-442c-94da-27a950bd4ac2,"Swimming Dolphins",23.58
bde9aa33-7304-4d8d-a6f7-47ea04a24932,"Football Touchdown",23.58
447d4ccb-145e-4443-a01f-fee4b4e8bc6d,"Rock Concert",23.58
bb32eaad-b523-4df3-9436-e8f342629053,"New York City",24.06
4251ee34-d19c-4122-b3b2-6daef938895b,"Baseball Pitch",24.63
4d1d5bc0-3c33-4617-a8fc-063c5fb23799,"Soccer Goalie",24.63
1b187516-0495-4cdf-9e6f-fec86b57d407,"Running Cheetah",24.63
8d8b1568-3c70-4efb-86ab-074fb190f894,"Ice Hockey",24.63
b2685e0a-3782-4df1-b8bb-9b9426c67221,"Baseball Pitcher",24.63
d159a426-1ff0-4710-a71c-7021a4f369da,"Swimming Relay",24.63
f3fc18a6-606d-4289-b301-62b15c512cb2,"Wedding Cake",24.63
1f1267ae-a4b0-4b2b-abbd-a63c7ae7087f,"Tennis Serve",24.63
a4a43405-85af-4b0e-9e0a-dd22de67bacb,"Football Tackle",24.63
5295ebf4-1027-4a8e-aab3-0ef71255eea1,"Golf Swing",24.63
412aaed8-583b-4234-b126-ec2ceb81b963,"Soccer Penalty",24.63
c2dff336-b65a-4f4b-b315-5d3df9277370,"Fast and Furious",24.75
10942484-01da-45f3-a12c-de488e9468c0,"Amazon Rainforest",25.38
5d69a15a-8492-4844-96c5-328e54fef053,"Celebrity Gossip",25.38
d41917d3-60f7-4f3a-875d-4364063d665e,"Soccer Goal",25.67
decaf224-a837-489d-900c-7f18974cabaa,"Swimming Laps",25.67
325d5a3d-a4c6-454c-905c-9f510c335ba8,"Basketball Dunk",25.67
f618feb5-24d2-4cec-8045-c83019d78996,"Swimming Race",25.67
89a8501c-a138-4b5a-afb7-800266b77c06,"Swimming Lap",25.67
1009895a-8994-4c20-97dd-5645120ae579,"Tea Time",26.00
d694876f-3170-4ba2-a432-97d6c7f07215,"Luxury Hotel",26.63
0db52a31-227e-42de-8fe9-6483258cfa40,"Hotel Check-In",26.63
6c030d8a-53ff-46ef-9e88-2a6944eb3ec1,"Eating Ice Cream",27.19
d8fe69f0-610d-4964-b0ea-fcb02a591a22,"TikTok Challenge",27.38
f4800066-f9e2-4d44-916a-ac8831c874d4,"The Avengers",27.75
d3536d21-181d-43e1-a8c9-b85ac08d64c9,"Ice Cream Cone",27.89
465d20fb-bd95-40f7-91dd-3de90d48efa6,"Time Travel",28.71
a13fae56-2751-4a8b-bd1e-02051da45b6e,"Lord of Rings",29.19
438ace4d-c1dc-4de4-a340-fb5fbd565a0c,"Baseball Home Run",29.28
c6081dc7-2017-4233-9fd8-cbbe3324d9e3,"Fitness Tracker",29.42
4c15e1d0-5dec-4460-90f7-38fe31f99ab3,"The Simpsons",29.75
e60ad3c9-3551-40d3-baf1-92bafb74f4c8,"Breaking Bad",29.75
70be8c5f-42a5-4703-a549-62cf55f41ce5,"Chocolate Cake",29.83
948961bc-a0d9-408f-b267-47598cc8ffa8,"Video Game Streamer",30.03
3bbe4412-bd34-42e9-9a4b-2af275b20a48,"Superhero Movie",30.58
6f7525ea-d610-43a8-bba1-52d8c5311564,"Hollywood Movie Set",30.73
fb6e47a2-ae23-4764-9c09-3d9eda417048,"Will Smith",30.79
5ef078f3-bd89-4170-b5f4-68f174514b8a,"Titanic Movie",31.63
8fa022a3-cc8e-4015-97d3-a7ae82533ff0,"Popcorn Movie",31.63
ccdd0358-c779-4ea4-838d-ffa245e16d2a,"Squid Game",31.63
7fbc88c3-cf36-4636-827e-8b54eb653ffb,"Video Game",31.63
ac00839c-0a69-4bf7-be3f-53460809f7ad,"Movie Night",31.63
3ac3973e-0454-44dc-afb4-f2e8bef6c10a,"Frozen Movie",31.63
3ac6140c-da95-449d-a6a5-c32c4f2375ce,"Silent Movie",31.63
795e71c1-5f7c-4840-bbd7-6e7becf687d1,"Avatar Movie",31.63
7b1c62e9-88f4-4098-8c78-9a2ccc6a064c,"Ice Cream",31.83
5ae9494c-5690-4c71-89f3-ea9f11c82a4c,"Cooking Show",32.46
e45917f0-0537-4594-b1f6-b18631eef5ee,"Electric Car",32.67
446e3162-4225-42e1-a898-95ae26fbe42c,"Self-driving Car",32.67
4cfaf721-47e1-4253-b9f9-ca2e6fd1305c,"Disney Princess",33.38
4290923a-8b5d-4a01-8078-85027fe30df8,"Netflix Binge-Watch",33.38
23b68cf0-f49d-4910-aff8-053af7c5c656,"Coffee Break",33.71
47e3c86c-3efe-497e-b725-21f3760449a3,"Hot Chocolate",34.00
9ca50610-0d9e-4776-ba8e-5d35b86330b5,"Frozen Disney",34.42
6867df19-022d-4093-bdb0-42cbaf1c757b,"Netflix Binge",34.42
275607a1-62d5-47ea-aa6c-c1268c73a643,"TikTok Dance",34.42
c89ddee7-6045-4a8c-8666-19fa6ab2c675,"TikTok Trends",34.42
e5f1d8d5-e6e7-436a-9f07-d9c5d5fe3764,"TikTok Dances",34.42
8d55aa76-a9d8-418a-bc35-b2109a7bc244,"Disney World",34.42
54b03721-4885-424c-8109-93f647b3cb94,"netflix series",34.42
1b4a637e-9a1b-42d3-990d-5fc72bf25a7b,"Apple Pie",35.46
6c575d5c-9d28-4983-a3b5-e8a938a0bb75,"The Office",36.00
d9dabdba-ef7d-4d1b-a431-2ae6ea1d6473,"Avatar The Movie",36.98
a384a75d-a4ad-48ae-9eb3-90510c6be6d5,"Pineapple Pizza",38.58
16c5ed03-5bac-4b44-8c9f-9be2e0b806dc,"Avengers Movie",38.58
baa9e68b-7f9e-4f27-bbdd-55713383212e,"Movie Marathon",38.58
a26b8491-6d2d-4f87-b1a6-bb0a62584baf,"Margarita Pizza",38.58
95321ad4-b06c-4297-87e3-5d60fc0e3ebc,"Pizza Party",39.63
f5f7b513-f555-4e92-ae7c-c176f2571beb,"Country Music",41.63
500a6ca2-088f-444b-9a47-d4097cf33ec5,"Pop Music",42.67
ecd3ae1c-a912-4461-8298-f21df108ac0f,"Pizza Delivery",42.75
e5ff102b-c2ed-402f-99ef-0baacba92f1f,"Music Festival",44.75
89d11126-20f8-4616-8906-7c9783bfecc7,"Football Game",44.83
d5a1ddb3-ab06-4d42-bd6f-b8681774b338,"Soccer Game",44.83
a19ded93-639e-4680-95d0-541c4a6cb5c9,"Hot Dog Stand",46.36
6b9da1dc-6dd7-4916-b1de-9ee0db432884,"Game of Thrones",46.98